26,2321.0
36,2319.0
46,2317.0
56,2315.0
66,2317.0
76,2320.0
86,2327.0
96,2325.0
106,2324.0
116,2322.0
126,2320.0
136,2317.0
146,2316.0
156,2313.0
166,2311.0
176,2309.0
186,2307.0
196,2305.0
206,2303.0
216,2301.0
226,2298.0
236,2296.0
246,2294.0
256,2292.0
266,2290.0
276,2287.0
286,2285.0
296,2283.0
306,2281.0
316,2279.0
326,2277.0
336,2275.0
346,2273.0
356,2271.0
366,2269.0
376,2268.0
386,2265.0
396,2264.0
406,2261.0
416,2259.0
426,2257.0
436,2255.0
446,2254.0
456,2252.0
466,2250.0
476,2248.0
486,2246.0
496,2244.0
506,2242.0
516,2240.0
526,2238.0
536,2236.0
546,2233.0
556,2231.0
566,2229.0
576,2227.0
586,2225.0
596,2223.0
606,2221.0
616,2219.0
626,2217.0
636,2215.0
646,2213.0
656,2211.0
666,2209.0
676,2207.0
686,2205.0
696,2203.0
706,2202.0
716,2200.0
726,2198.0
736,2196.0
746,2195.0
756,2193.0
766,2191.0
776,2189.0
786,2187.0
796,2186.0
806,2184.0
816,2182.0
826,2180.0
836,2178.0
846,2177.0
856,2175.0
866,2172.0
876,2171.0
886,2169.0
896,2167.0
906,2165.0
916,2163.0
926,2161.0
936,2160.0
946,2158.0
956,2156.0
966,2155.0
976,2153.0
986,2151.0
996,2149.0
1006,2147.0
1016,2146.0
1026,2144.0
1036,2143.0
1046,2140.0
1056,2139.0
1066,2137.0
1076,2135.0
1086,2133.0
1096,2132.0
1106,2130.0
1116,2128.0
1126,2126.0
1136,2124.0
1146,2122.0
1156,2120.0
1166,2118.0
1176,2116.0
1186,2115.0
1196,2113.0
1206,2111.0
1216,2109.0
1226,2108.0
1236,2106.0
1246,2104.0
1256,2102.0
1266,2101.0
1276,2099.0
1286,2097.0
1296,2095.0
1306,2094.0
1316,2092.0
1326,2091.0
1336,2089.0
1346,2088.0
1356,2086.0
1366,2084.0
1376,2082.0
1386,2080.0
1396,2079.0
1406,2077.0
1416,2075.0
1426,2074.0
1436,2072.0
1446,2070.0
1456,2068.0
1466,2067.0
1476,2065.0
1486,2064.0
1496,2062.0
1506,2060.0
1516,2059.0
1526,2057.0
1536,2055.0
1546,2054.0
1556,2052.0
1566,2051.0
1576,2049.0
1586,2048.0
1596,2046.0
1606,2044.0
1616,2043.0
1626,2041.0
1636,2040.0
1646,2038.0
1656,2037.0
1666,2035.0
1676,2034.0
1686,2032.0
1696,2031.0
1706,2029.0
1716,2027.0
1726,2026.0
1736,2024.0
1746,2023.0
1756,2021.0
1766,2020.0
1776,2018.0
1786,2016.0
1796,2014.0
1806,2013.0
1816,2011.0
1826,2010.0
1836,2008.0
1846,2006.0
1856,2005.0
1866,2003.0
1876,2001.0
1886,2000.0
1896,1998.0
1906,1997.0
1916,1995.0
1926,1994.0
1936,1992.0
1946,1990.0
1956,1989.0
1966,1987.0
1976,1986.0
1986,1984.0
1996,1983.0
2006,1981.0
2016,1979.0
2026,1978.0
2036,1976.0
2046,1975.0
2056,1974.0
2066,1972.0
2076,1971.0
2086,1969.0
2096,1968.0
