DateTime	Peak at 679 cm-1
00:00:25.046	0.000218400931818112
00:00:55.046	0.000224888376227203
00:01:25.055	2.19884191430124E-05
00:01:55.050	0.000139018451632933
00:02:25.061	5.70933433987773E-05
00:02:55.052	0.000200851335502853
00:03:25.057	0.000275727589765402
00:03:55.051	0.000165793182041003
00:04:25.059	0.000283912279838161
00:04:55.048	0.000249416421427531
00:05:25.059	0.000348087549799592
00:05:55.042	0.000145724748595593
00:06:25.060	7.74072816021835E-05
00:06:55.029	0.000150670746075494
00:07:25.062	7.72025764845226E-05
00:07:55.027	0.000185763678060336
00:08:25.055	0.000138453969828177
00:08:55.013	0.000247954734868635
00:09:25.057	5.96467273165868E-05
00:09:55.017	0.000111209531359147
00:10:24.975	0.00022048326265354
00:10:55.020	0.000148296705306376
00:11:24.959	0.000154186383969756
00:11:54.957	0.00023042955864125
00:12:24.938	0.000100070881835485
00:12:54.957	0.000175788136156307
00:13:24.928	0.00016692894656921
00:13:54.958	0.000186844607106707
00:14:24.931	7.70218703167189E-05
00:14:54.884	3.36166269472219E-05
00:15:24.868	0.000112792022502126
00:15:54.859	9.55769237570704E-05
00:16:24.870	6.18119925460798E-05
00:16:54.840	5.65700159283538E-05
00:17:24.864	0.000133174989510586
00:17:54.834	8.4033128375043E-05
00:18:24.787	2.2834976951275E-05
00:18:55.209	4.98227841902723E-05
00:19:25.198	2.39293099108294E-05
00:19:55.185	6.89430204479815E-05
00:20:25.170	-1.99587331615071E-05
00:20:55.176	1.23711354046646E-05
00:21:25.137	-5.41241115240007E-06
00:21:55.178	0.00012456220556601
00:22:25.137	5.72028665133523E-05
00:22:55.075	0
00:23:25.076	0.0001031254900481
00:23:55.053	0.000278591537206381
00:24:25.073	0.00349885041886504
00:24:55.044	0.00726532235416943
00:25:25.070	0.00720275276443687
00:25:54.980	0.00719776603216197
00:26:24.962	0.0072118666588137
00:26:54.982	0.00719770348317709
00:27:24.942	0.00722281464634811
00:27:54.982	0.00716153768405383
00:28:24.942	0.00709521492549116
00:28:54.883	0.00711776370053468
00:29:24.883	0.00710373758095496
00:29:54.854	0.00708000305353159
00:30:25.282	0.00695472813115748
00:30:55.260	0.00699781165190052
00:31:25.282	0.00701316840942846
00:31:55.258	0.00695280482143401
00:32:25.280	0.00697579718309533
00:32:55.257	0.00693584893689351
00:33:25.174	0.00692937728542073
00:33:55.189	0.00690641640040774
00:34:25.147	0.0069022054939275
00:34:55.189	0.00685725634399936
00:35:25.148	0.00695503963962013
00:35:55.086	0.00696291205993186
00:36:25.085	0.00689600052754256
00:36:55.064	0.0068448963182881
00:37:25.032	0.00684505243680561
00:37:55.044	0.00687244246814078
00:38:25.039	0.00694700461205162
00:38:54.981	0.00677718970836836
00:39:24.977	0.00682597291847574
00:39:54.939	0.00671491653871496
00:40:24.977	0.00684293181738586
00:40:55.339	0.00676266230208346
00:41:25.379	0.00681741310568225
00:41:55.332	0.00672133411729223
00:42:25.281	0.00678712239415236
00:42:55.271	0.00672325029064438
00:43:25.244	0.00670588023672787
00:43:55.268	0.00675745456743063
00:44:25.245	0.0066864969970347
00:44:55.178	0.0067048503263157
00:45:25.182	0.00667330855035242
00:45:55.139	0.00663029679535131
00:46:25.183	0.00669612539855936
00:46:55.137	0.0067183162394344
00:47:25.081	0.00666751405766101
00:47:55.076	0.00653713798568681
00:48:25.048	0.00661221081951555
00:48:55.072	0.00673033185063638
00:49:25.047	0.00665837172462259
00:49:54.972	0.00657630589178096
00:50:24.984	0.00650243604711088
00:50:55.373	0.00661642121672125
00:51:25.387	0.00665984171319353
00:51:55.345	0.00661371916225478
00:52:25.386	0.00660131445118141
00:52:55.342	0.00665868839725444
00:53:25.269	0.00653469036301273
00:53:55.281	0.00659780011966454
00:54:25.254	0.00649036562405527
00:54:55.276	0.00647119141901421
00:55:25.189	0.00660322702575166
00:55:55.157	0.00662000847824117
00:56:25.189	0.00654146538573494
00:56:55.145	0.00650794688858424
00:57:25.091	0.0064965433548834
00:57:55.083	0.00662643949189711
00:58:25.054	0.00655749821654299
00:58:55.080	0.00636589621599798
00:59:25.055	0.00639237551534364
00:59:55.463	0.00644627849368251
01:00:25.395	0.00644996260672067
01:00:55.365	0.00653786947521627
01:01:25.393	0.00652997684988366
01:01:55.348	0.00648665178982654
01:02:25.296	0.00656263285864572
01:02:55.288	0.00658727900386468
01:03:25.258	0.00650333213130657
01:03:55.284	0.0065866425510337
01:04:25.260	0.00634788987251877
01:04:55.186	0.00654335773480544
01:05:25.197	0.00652716484876832
01:05:55.157	0.00647070984563481
01:06:25.120	0.00641805304653895
01:06:55.153	0.00645723264532343
01:07:25.076	0.00646239359998062
01:07:55.092	0.00649779464911718
01:08:25.472	0.0064384371059599
01:08:55.492	0.00644630926307062
01:09:25.464	0.00647761130229153
01:09:55.413	0.00638605525518931
01:10:25.402	0.00634069259730645
01:10:55.375	0.00637593284352889
01:11:25.401	0.00643076843483229
01:11:55.360	0.0063424035600729
01:12:25.313	0.00648851455101748
01:12:55.297	0.00639835114222877
01:13:25.274	0.00633447166992576
01:13:55.298	0.00654712956813803
01:14:25.270	0.00644852502872608
01:14:55.206	0.00645289098782606
01:15:25.203	0.00641711911880243
01:15:55.163	0.00641610446665773
01:16:25.205	0.00652909361618995
01:16:55.163	0.00641484374903232
01:17:25.100	0.00629896427285075
01:17:55.546	0.0064322854719786
01:18:25.501	0.00644882427813953
01:18:55.499	0.00639103859125785
01:19:25.470	0.00645535723788516
01:19:55.495	0.00643735130331987
01:20:25.471	0.00636746850722962
