DateTime	Peak at 681 cm-1 1
00:00:24.929	0.000246132266801543
00:00:54.938	0.000195739619636329
00:01:24.896	0.000290322815416343
00:01:54.847	0.000274505724167486
00:02:24.810	0.000194278647844902
00:02:54.789	0.000191983022328926
00:03:24.771	6.92480507013888E-05
00:03:54.711	4.82062296561515E-05
00:04:25.173	0.000139790016837355
00:04:55.088	4.843120031688E-05
00:05:25.111	0.000159649688410717
00:05:55.080	0.000149521389722195
00:06:24.999	1.06017136764461E-05
00:06:55.007	3.16370857662902E-05
00:07:24.975	0.000118639526643732
00:07:54.902	2.87316373904194E-05
00:08:24.913	0.000101849766270389
00:08:54.883	0.00011852820323261
00:09:24.801	-2.19318795533359E-05
00:09:54.812	1.58919367116368E-05
00:10:25.177	4.83257905058821E-05
00:10:55.213	9.35841301731287E-05
00:11:25.116	1.06441707694688E-05
00:11:55.084	6.44870335405908E-05
00:12:25.117	-8.85967672979476E-06
00:12:55.026	0.000112287287242507
00:13:24.982	6.95821234255867E-05
00:13:55.016	3.43502761800848E-05
00:14:24.920	3.54137565576999E-05
00:14:54.890	0.00010077045181463
00:15:24.910	0.000140029084901247
00:15:54.817	-4.56787868868732E-05
00:16:25.215	9.26949349161578E-05
00:16:55.230	5.73826375204324E-05
00:17:25.186	1.3752212518133E-05
00:17:55.121	3.07309013917625E-05
00:18:25.120	6.76269921399728E-05
00:18:55.092	0.000154514372994721
00:19:25.025	0
00:19:55.023	0.000107275061207159
00:20:24.984	7.32429358853146E-05
00:20:54.925	-6.23405361813504E-07
00:21:24.921	-5.95928530048337E-06
00:21:54.893	-1.85716342590072E-05
00:22:24.828	5.93759372192491E-05
00:22:55.251	0.000178794716390444
00:23:25.194	0.00141206055306229
00:23:55.221	0.00163293811030102
00:24:25.186	0.00163945793966182
00:24:55.097	0.00171976436049241
00:25:25.125	0.00175788648093194
00:25:55.034	0.00176494166175657
00:26:24.998	0.00183659405221792
00:26:55.027	0.00169847492356423
00:27:24.988	0.00167830160556569
00:27:54.904	0.00170952353139273
00:28:24.927	0.0017696309199732
00:28:55.283	0.00183773601755876
00:29:25.246	0.00171406298755059
00:29:55.238	0.00179929809066189
00:30:25.194	0.00174356336569129
00:30:55.229	0.00173672600611006
00:31:25.128	0.00171512043619906
00:31:55.096	0.00172808547993104
00:32:25.130	0.00171546160332756
00:32:55.035	0.00163626042926384
00:33:25.001	0.00166834399576921
00:33:55.023	0.00175173280860465
00:34:24.994	0.00172378005637952
00:34:54.915	0.00170084544672014
00:35:24.934	0.00155905903630752
00:35:55.296	0.001639791183306
00:36:25.332	0.00178560676384887
00:36:55.239	0.00162995651459364
00:37:25.201	0.0016729855448594
00:37:55.227	0.00158312325100274
00:38:25.196	0.0016046007054495
00:38:55.110	0.00166166049256284
00:39:25.134	0.00170343778737674
00:39:55.104	0.00163047790796118
00:40:25.015	0.00164008207949193
00:40:55.030	0.00164866543364322
00:41:24.998	0.00163945226341932
00:41:54.931	0.0015804052738438
00:42:25.399	0.00158584994357238
00:42:55.314	0.00152246559119496
00:43:25.338	0.00156107916498925
00:43:55.307	0.00164609034868647
00:44:25.231	0.00157384800829077
00:44:55.237	0.0014699392762404
00:45:25.200	0.00163076045134354
00:45:55.144	0.00164314045744171
00:46:25.140	0.00170622872630812
00:46:55.111	0.00165685378135431
00:47:25.050	0.00155807337267942
00:47:55.037	0.00154456546884265
00:48:25.003	0.00156895067914411
00:48:55.406	0.00153208795150326
00:49:25.403	0.00159255638551276
00:49:55.329	0.00163386660380554
00:50:25.343	0.00157631082374041
00:50:55.315	0.00148229575912403
00:51:25.233	0.0015840990348156
00:51:55.249	0.0015528475779619
00:52:25.205	0.00158898289258553
00:52:55.142	0.00155217985578844
00:53:25.145	0.00157850287833796
00:53:55.117	0.00154857774370193
00:54:25.044	0.00159070372061257
00:54:55.051	0.00158199343411456
00:55:25.421	0.00140001899006482
00:55:55.448	0.00151457008787268
00:56:25.409	0.00146871122478578
00:56:55.325	0.00157313750981883
00:57:25.348	0.00143921874239911
00:57:55.321	0.00161924672431344
00:58:25.227	0.00153948440865008
00:58:55.256	0.00155981390336207
00:59:25.215	0.00147374802192361
00:59:55.128	0.00151889590285664
01:00:25.149	0.00140923580253049
01:00:55.061	0.00145689935311349
01:01:25.027	0.00151685188214384
01:01:55.484	0.00143952317836215
01:02:25.413	0.00152220468699918
01:02:55.370	0.00152293950033136
01:03:25.352	0.00148117350614223
01:03:55.325	0.00142409516817686
01:04:25.277	0.0015914434720924
01:04:55.230	0.00143247819135322
01:05:25.231	0.00151787403365226
01:05:55.197	0.00135296249512001
01:06:25.124	0.00159736719727226
01:06:55.131	0.00147791514311641
01:07:25.095	0.00149437228867798
01:07:55.512	0.00153960185507938
01:08:25.433	0.00139662305134901
01:08:55.399	0.00147707898968511
01:09:25.359	0.00150691986738711
01:09:55.334	0.0015499513986095
01:10:25.306	0.00155107539471081
01:10:55.251	0.00150610655477059
01:11:25.236	0.00141270728956235
01:11:55.200	0.0015048301389048
01:12:25.141	0.00143632926299987
01:12:55.135	0.00147683498763248
01:13:25.508	0.00156148984665909
01:13:55.537	0.0013964862380398
01:14:25.438	0.00139253575662682
01:14:55.402	0.00132480754726268
01:15:25.438	0.00150543851555821
01:15:55.339	0.00140206478082596
01:16:25.313	0.00145136510662224
01:16:55.254	0.00142743789417397
01:17:25.240	0.00138882767343506
01:17:55.205	0.00142099932877056
01:18:25.148	0.0014651595109356
01:18:55.591	0.00130755665729158
01:19:25.513	0.00134463636015148
01:19:55.543	0.0013824186743977
01:20:25.442	0.00143351019122562
01:20:55.408	0.00143218033902759
01:21:25.362	0.00144709098568085
01:21:55.345	0.00142099022867799
01:22:25.315	0.00133814303582651
01:22:55.247	0.00134786715445708
01:23:25.244	0.00140789938230905
01:23:55.207	0.00141373039670354
01:24:25.646	0.00141716111987424
