DateTime	Peak at 1719 cm-1
00:00:25.124	-6.56350313776793E-07
00:00:55.168	0.000120883145550317
00:01:24.802	-0.000404883674948119
00:01:54.845	-9.48841417600565E-05
00:02:24.896	-4.76207554355662E-05
00:02:54.962	-0.000185403805529582
00:03:24.925	-9.15686293669893E-05
00:03:54.963	-9.99498661032371E-05
00:04:25.043	0.00143838291474455
00:04:55.095	0.0154148715878874
00:05:25.098	0.0185051254736746
00:05:55.167	0.0210669589098989
00:06:25.219	0.0179608665556723
00:06:55.182	0.0115435552042572
00:07:25.253	0.00702743309113926
00:07:54.856	0.00312708497948814
00:08:24.845	0.00261714121759252
00:08:54.888	0.00234585596849578
00:09:24.973	0.00353777115677557
00:09:54.974	0.00375815080636252
00:10:25.026	0.0017325784525978
00:10:55.076	0.00296148123711305
00:11:25.076	0.00302875182946972
00:11:55.127	0.00300715602355553
00:12:25.111	0.00419059869686388
00:12:55.140	0.00275263344036953
00:13:25.175	0.00137395476257042
00:13:55.178	0.0039311774752464
00:14:25.162	0.00327699859326261
00:14:55.178	0.00433367561245159
00:15:25.162	0.00612943979722028
00:15:55.180	0.00315379451241646
00:16:25.164	0.00211528246183189
00:16:55.181	0.00278989027914206
00:17:25.164	0.00591583073324177
00:17:55.101	0.00368646947375781
00:18:25.104	0.00482915973654368
00:18:55.078	0.0036521455710258
00:19:25.104	0.00328432959661364
00:19:55.059	0.00259310499670953
00:20:25.093	0.00323674619318577
00:20:55.046	0.00408632619375095
00:21:25.099	0.00514037195622043
00:21:55.047	0.00101968338103894
00:22:25.004	0.00240935535723064
00:22:55.047	0.00208396594526941
00:23:24.977	0.00515625247677075
00:23:54.988	0.00276409807622264
00:24:24.984	0.00367631025248588
00:24:54.995	0.00421185772456135
00:25:24.923	0.004060782638515
00:25:54.896	0.00177400564069281
00:26:24.915	0.0034669278491353
00:26:54.863	0.00305469009524848
00:27:25.313	0.00252020516810459
00:27:55.263	0.00267460266810456
00:28:25.318	0.00163168145952655
00:28:55.269	0.00337862509809071
00:29:25.217	0.00168062418466438
00:29:55.207	0.000476961450809808
00:30:25.190	0.00116383744944793
00:30:55.207	0.00267811135879543
00:31:25.190	0.00225439100233042
00:31:55.207	0.00225109404462988
00:32:25.130	0.0032705973609197
00:32:55.101	0.00129470617473406
00:33:25.120	0.00225341516680193
00:33:55.076	0.00315116494054639
00:34:25.122	0.00325085099791135
00:34:55.075	0.0026113586811985
00:35:25.015	0.00333214954791902
00:35:55.014	0.00176830489837718
00:36:24.994	0.00300593919264031
00:36:55.014	0.00398390913371156
00:37:24.996	0.00211420584575701
00:37:54.914	0
00:38:25.335	0.00368135757221773
00:38:55.313	0.00210712509867165
00:39:25.327	0.00133397767323148
00:39:55.284	0.0045575871488172
00:40:25.251	0.00834888231379226
00:40:55.284	0.00454868327073113
00:41:25.391	0.00250497345445036
00:41:55.222	0.00190235874938734
00:42:25.199	0.001252757045507
00:42:55.135	0.00214366877285636
00:43:25.137	0.00350001352759346
00:43:55.093	0.00229104526141534
00:44:25.129	0.00281409707354756
00:44:55.086	0.00296532313393874
00:45:25.010	0.00383470142326451
00:45:55.025	0.00206994036817914
00:46:25.002	0.00407304626965685
00:46:55.413	0.00177234321862381
00:47:25.404	0.000738248295070824
00:47:55.326	0.00307995433669968
00:48:25.334	0.00102728622250062
00:48:55.292	0.00364419757402601
00:49:25.257	0.00258460506645012
00:49:55.228	0.00195080393714486
00:50:25.204	0.000236438413482559
00:50:55.226	0.0015714573444006
00:51:25.205	0.00198577747184103
00:51:55.143	0.00122325936908052
00:52:25.143	0.00205911437232262
00:52:55.108	0.000216649528406252
00:53:25.135	0.000891760872206625
00:53:55.087	0.00246631755885773
00:54:25.058	0.00191998191409465
00:54:55.087	0.00166191338927816
00:55:25.023	0.00215920633331197
00:55:55.023	0.00212110880337759
00:56:25.446	0.00327365875749103
00:56:55.489	0.00252370935032122
00:57:25.450	0.00181833909104968
00:57:55.487	0.00357726915994827
00:58:25.424	0.00251823003089751
00:58:55.427	0.00359058816112173
00:59:25.411	0.00383438219876123
00:59:55.428	0.00665976620451253
01:00:25.351	0.00268318158262405
01:00:55.330	0.00333312493725944
01:01:25.351	0.00490043713523639
01:01:55.300	0.00432335585406279
01:02:25.345	0.00499636698185449
01:02:55.297	0.00440826202509974
01:03:25.235	0.00590817795885168
01:03:55.232	0.00431937649240729
01:04:25.214	0.00501404965854539
01:04:55.232	0.00756640645937102
01:05:25.153	0.00447589456817887
01:05:55.126	0.00467786022574332
01:06:25.144	0.00482755730489599
01:06:55.100	0.00517033661254982
01:07:25.059	0.00583594467504867
01:07:55.488	0.00702416024165404
01:08:25.455	0.00629695444574151
01:08:55.438	0.00626113653729926
01:09:25.419	0.00907275844891588
01:09:55.437	0.00943385811103733
