1,4279.865275897775
2,4256.6656592678
3,4247.38581261581
4,4240.889919959417
5,4239.03395062902
6,4236.249996633423
7,4234.394027303025
8,4231.610073307427
9,4230.682088642228
10,4228.826119311831
11,4227.898134646632
12,4226.042165316234
13,4224.186195985836
14,4223.258211320637
15,4222.330226655437
16,4221.4022419902385
17,4220.47425732504
18,4218.618287994642
19,4218.618287994642
20,4216.762318664244
21,4216.762318664244
22,4214.906349333845
23,4214.906349333845
24,4213.050380003448
25,4212.122395338249
26,4211.19441067305
27,4210.266426007851
28,4208.410456677452
29,4206.554487347054
30,4204.698518016657
31,4202.842548686259
32,4200.058594690661
33,4197.2746406950655
34,4194.490686699468
35,4192.634717369069
36,4190.778748038672
37,4187.994794043075
38,4185.210840047478
39,4182.4268860518805
40,4178.714947391085
41,4175.003008730289
42,4172.219054734692
43,4169.435100739095
44,4166.6511467434975
45,4163.867192747901
46,4162.939208082702
47,4160.155254087105
48,4153.659361430712
49,4150.8754074351145
50,4148.091453439518
51,4144.379514778722
52,4142.523545448324
53,4138.811606787528
54,4136.95563745713
55,4134.171683461533
56,4132.315714131135
57,4128.603775470338
58,4127.67579080514
59,4124.891836809543
60,4123.963852144344
61,4121.179898148747
62,4119.323928818349
63,4116.539974822752
64,4114.684005492354
65,4112.828036161955
66,4110.044082166359
67,4107.260128170761
68,4106.332143505563
69,4104.476174175165
70,4102.620204844767
71,4100.764235514369
72,4098.908266183971
73,4097.052296853572
74,4095.196327523175
75,4093.340358192777
76,4090.55640419718
77,4089.6284195319813
78,4087.772450201583
79,4085.916480871185
80,4084.9884962059864
81,4083.132526875588
82,4082.204542210389
83,4081.27655754519
84,4079.420588214792
85,4077.564618884394
86,4076.636634219195
87,4074.780664888797
88,4072.924695558399
89,4071.9967108932
90,4070.140741562802
91,4069.2127568976034
92,4067.356787567205
93,4066.428802902006
94,4064.5728335716076
95,4062.7168642412103
96,4061.788879576011
97,4059.9329102456127
98,4058.0769409152153
99,4057.1489562500165
100,4056.220971584817
101,4053.4370175892204
102,4053.4370175892204
103,4051.581048258822
104,4050.653063593623
