12,6913.0
22,6824.0
32,6741.0
42,6667.0
52,6601.0
62,6539.0
72,6478.0
82,6432.0
92,6383.0
102,6339.0
112,6296.0
122,6256.0
132,6218.0
142,6183.0
152,6145.0
162,6112.0
172,6086.0
182,6061.0
192,6038.0
202,6015.0
212,5983.0
222,5960.0
232,5963.0
242,5946.0
252,5931.0
262,5918.0
272,5906.0
282,5892.0
292,5878.0
302,5864.0
312,5851.0
322,5839.0
332,5826.0
342,5814.0
352,5802.0
362,5793.0
372,5783.0
382,5776.0
392,5769.0
402,5759.0
412,5749.0
422,5741.0
432,5733.0
442,5726.0
452,5718.0
462,5710.0
472,5703.0
482,5697.0
492,5690.0
502,5686.0
512,5680.0
522,5677.0
532,5675.0
542,5675.0
552,5673.0
562,5673.0
572,5673.0
582,5673.0
592,5674.0
602,5673.0
612,5673.0
622,5673.0
632,5674.0
642,5675.0
652,5676.0
662,5674.0
672,5673.0
682,5672.0
692,5672.0
702,5672.0
712,5674.0
722,5673.0
732,5672.0
742,5670.0
752,5667.0
762,5664.0
772,5659.0
782,5656.0
792,5654.0
802,5651.0
812,5648.0
822,5647.0
832,5644.0
842,5641.0
852,5637.0
862,5634.0
872,5631.0
882,5629.0
892,5629.0
902,5626.0
912,5625.0
922,5623.0
932,5620.0
942,5618.0
952,5616.0
962,5615.0
972,5614.0
982,5613.0
992,5612.0
1002,5612.0
1012,5613.0
1022,5612.0
1032,5614.0
1042,5615.0
1052,5615.0
1062,5617.0
1072,5617.0
1082,5616.0
1092,5617.0
1102,5619.0
1112,5619.0
1122,5620.0
1132,5619.0
1142,5618.0
1152,5616.0
1162,5615.0
1172,5611.0
1182,5607.0
1192,5606.0
1202,5604.0
1212,5604.0
1222,5603.0
1232,5603.0
1242,5601.0
1252,5599.0
1262,5599.0
1272,5598.0
1282,5597.0
1292,5596.0
1302,5595.0
1312,5595.0
1322,5594.0
1332,5593.0
1342,5591.0
1352,5588.0
1362,5586.0
1372,5583.0
1382,5582.0
1392,5580.0
1402,5579.0
1412,5577.0
1422,5576.0
1432,5576.0
1442,5575.0
1452,5575.0
1462,5575.0
1472,5574.0
1482,5574.0
1492,5575.0
1502,5575.0
1512,5574.0
1522,5574.0
1532,5575.0
1542,5575.0
1552,5575.0
1562,5575.0
1572,5574.0
1582,5573.0
1592,5571.0
1602,5569.0
1612,5569.0
1622,5569.0
1632,5569.0
1642,5569.0
1652,5569.0
1662,5568.0
1672,5568.0
1682,5568.0
1692,5568.0
